Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)
7842	Spectrogram 1	1	20577.747655000	20577.799415000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	635.405000	46937.80000	57479.90000
7843	Spectrogram 1	1	20577.986955000	20578.020565000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	635.644300	42419.70000	50953.80000
7844	Spectrogram 1	1	20578.005755000	20578.027935000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	635.663100	59236.90000	74548.20000
7845	Spectrogram 1	1	20578.258555000	20578.286115000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	635.915900	47690.80000	55973.90000
7846	Spectrogram 1	1	20578.883655000	20578.928695000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	636.541000	44929.70000	54718.90000
7847	Spectrogram 1	1	20578.913255000	20578.929385000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	636.570600	61998.00000	78815.30000
7848	Spectrogram 1	1	20579.381055000	20579.407265000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	637.038400	47690.80000	55973.90000
7849	Spectrogram 1	1	20581.736955000	20581.786025000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	639.394300	42921.70000	55722.90000
7850	Spectrogram 1	1	20583.635155000	20583.673465000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	641.292500	45933.70000	60492.00000
7851	Spectrogram 1	1	20585.509155000	20585.544775000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	643.166500	64006.00000	78564.30000
7852	Spectrogram 1	1	20585.710755000	20585.754445000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	643.368100	46686.70000	56977.90000
7853	Spectrogram 1	1	20587.660055000	20587.684925000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	645.317400	62249.00000	73544.20000
7854	Spectrogram 1	1	20587.922155000	20587.977945000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	645.579500	48192.80000	64006.00000
7855	Spectrogram 1	1	20590.149755000	20590.186055000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	647.807100	53965.90000	69528.10000
7856	Spectrogram 1	1	20590.551655000	20590.576525000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	648.209000	43423.70000	55220.90000
7857	Spectrogram 1	1	20590.569155000	20590.597385000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	648.226500	61747.00000	77058.20000
7858	Spectrogram 1	1	20590.879655000	20590.928725000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	648.537000	44427.70000	55722.90000
7859	Spectrogram 1	1	20591.256755000	20591.289685000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	648.914100	46686.70000	55973.90000
7860	Spectrogram 1	1	20591.657355000	20591.679535000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	649.314700	44176.70000	54467.90000
7861	Spectrogram 1	1	20592.252955000	20592.287905000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	649.910300	43925.70000	53463.90000
7862	Spectrogram 1	1	20592.278455000	20592.308025000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	649.935800	57479.90000	72791.20000
7863	Spectrogram 1	1	20592.474055000	20592.529165000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	650.131400	42168.70000	51455.80000
7864	Spectrogram 1	1	20594.350755000	20594.381675000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	652.008100	50953.80000	59739.00000
7865	Spectrogram 1	1	20594.729155000	20594.770835000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	652.386500	51957.80000	60743.00000
7866	Spectrogram 1	1	20594.756755000	20594.772885000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	652.414100	65010.00000	78313.30000
7867	Spectrogram 1	1	20595.381855000	20595.406055000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	653.039200	49196.80000	55722.90000
7868	Spectrogram 1	1	20595.390555000	20595.431555000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	653.047900	65261.00000	75301.20000
7869	Spectrogram 1	1	20599.047855000	20599.095585000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	656.705200	46686.70000	61747.00000
7870	Spectrogram 1	1	20599.084755000	20599.096855000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	656.742100	68524.10000	79568.30000
7871	Spectrogram 1	1	20600.697255000	20600.753045000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	658.354600	46184.70000	55722.90000
7872	Spectrogram 1	1	20601.079755000	20601.114705000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	658.737100	44176.70000	58483.90000
7873	Spectrogram 1	1	20601.873555000	20601.901785000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	659.530900	46686.70000	54718.90000
7874	Spectrogram 1	1	20602.184755000	20602.229785000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	659.842100	47188.80000	57479.90000
7875	Spectrogram 1	1	20602.730555000	20602.799795000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	660.387900	41917.70000	55722.90000
7876	Spectrogram 1	1	20603.496855000	20603.526435000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	661.154200	45180.70000	56224.90000
7877	Spectrogram 1	1	20603.511655000	20603.543915000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	661.169000	62500.00000	75803.20000
7878	Spectrogram 1	1	20603.730055000	20603.764335000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	661.387400	45933.70000	57228.90000
7879	Spectrogram 1	1	20606.996155000	20607.039845000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	664.653500	43172.70000	54969.90000
7880	Spectrogram 1	1	20609.042855000	20609.071755000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	666.700200	46937.80000	57228.90000
7881	Spectrogram 1	1	20614.348955000	20614.400045000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	672.006300	42419.70000	52208.80000
7882	Spectrogram 1	1	20614.371155000	20614.393345000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	672.028500	60743.00000	68775.10000
7883	Spectrogram 1	1	20616.966355000	20617.016095000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	674.623700	44678.70000	63253.00000
7884	Spectrogram 1	1	20643.210155000	20643.243765000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	700.867500	50451.80000	60492.00000
7885	Spectrogram 1	1	20644.202355000	20644.256125000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	701.859700	49196.80000	61998.00000
7886	Spectrogram 1	1	20647.364155000	20647.396425000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	705.021500	51204.80000	58483.90000
7887	Spectrogram 1	1	20647.380355000	20647.398505000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	705.037700	67018.10000	77811.20000
7888	Spectrogram 1	1	20648.581455000	20648.606325000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	706.238800	48443.80000	56475.90000
7889	Spectrogram 1	1	20648.750855000	20648.775055000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	706.408200	50953.80000	60994.00000
7890	Spectrogram 1	1	20648.948455000	20648.973995000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	706.605800	50702.80000	60994.00000
7891	Spectrogram 1	1	20650.564355000	20650.606705000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	708.221700	36395.60000	44678.70000
7892	Spectrogram 1	1	20651.194855000	20651.213005000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	708.852200	65512.00000	74799.20000
7893	Spectrogram 1	1	20652.320655000	20652.338805000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	709.978000	49196.80000	58985.90000
7894	Spectrogram 1	1	20674.414655000	20674.436155000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	732.072000	50953.80000	61747.00000
7895	Spectrogram 1	1	20676.162355000	20676.191925000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	733.819700	52208.80000	62500.00000
7896	Spectrogram 1	1	20676.277955000	20676.308205000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	733.935300	55722.90000	64759.00000
7897	Spectrogram 1	1	20676.398255000	20676.421775000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	734.055600	51204.80000	60241.00000
7898	Spectrogram 1	1	20676.411655000	20676.427115000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	734.069000	72791.20000	82078.30000
7899	Spectrogram 1	1	20681.995355000	20682.038375000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	739.652700	57479.90000	77560.20000
7900	Spectrogram 1	1	20682.613755000	20682.637955000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	740.271100	46435.70000	56224.90000
7901	Spectrogram 1	1	20682.874555000	20682.912865000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	740.531900	50451.80000	64257.00000
7902	Spectrogram 1	1	20682.897355000	20682.922225000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	740.554700	71034.10000	82580.30000
7903	Spectrogram 1	1	20685.227055000	20685.259995000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	742.884400	46184.70000	56977.90000
7904	Spectrogram 1	1	20686.483355000	20686.506875000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	744.140700	47941.80000	58734.90000
7905	Spectrogram 1	1	20686.496155000	20686.538495000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	744.153500	69528.10000	80823.30000
7906	Spectrogram 1	1	20692.400455000	20692.430035000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	750.057800	44929.70000	54969.90000
7907	Spectrogram 1	1	20695.913755000	20695.962155000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	753.571100	45682.70000	57479.90000
7908	Spectrogram 1	1	20696.034755000	20696.077775000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	753.692100	45180.70000	55973.90000
7909	Spectrogram 1	1	20696.354755000	20696.387695000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	754.012100	42670.70000	54718.90000
7910	Spectrogram 1	1	20696.371555000	20696.391715000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	754.028900	62751.00000	72289.20000
7911	Spectrogram 1	1	20696.700955000	20696.733885000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	754.358300	44678.70000	56475.90000
7912	Spectrogram 1	1	20696.952255000	20696.979145000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	754.609600	47188.80000	54216.90000
7913	Spectrogram 1	1	20696.969055000	20697.008715000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	754.626400	63504.00000	76807.20000
7914	Spectrogram 1	1	20698.226055000	20698.253615000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	755.883400	65512.00000	75552.20000
7915	Spectrogram 1	1	20701.177555000	20701.207805000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	758.834900	54718.90000	68775.10000
7916	Spectrogram 1	1	20701.773055000	20701.794565000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	759.430400	51706.80000	62500.00000
7917	Spectrogram 1	1	20703.333855000	20703.366125000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	760.991200	55220.90000	63504.00000
7918	Spectrogram 1	1	20703.236355000	20703.257195000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	760.893700	78062.20000	92369.50000
7919	Spectrogram 1	1	20703.610755000	20703.645035000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	761.268100	53714.90000	64257.00000
7920	Spectrogram 1	1	20706.436555000	20706.481585000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	764.093900	51455.80000	60492.00000
7921	Spectrogram 1	1	20725.335755000	20725.369365000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	782.993100	50702.80000	60994.00000
7922	Spectrogram 1	1	20725.357855000	20725.382725000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	783.015200	67269.10000	82580.30000
7923	Spectrogram 1	1	20859.697055000	20859.736705000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	917.354400	53212.90000	65512.00000
7924	Spectrogram 1	1	20859.746755000	20859.789775000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	917.404100	52459.80000	66014.10000
7925	Spectrogram 1	1	20883.066155000	20883.097075000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	940.723500	53463.90000	66014.10000
7926	Spectrogram 1	1	20884.731055000	20884.763995000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	942.388400	53463.90000	68775.10000
7927	Spectrogram 1	1	20886.029655000	20886.059895000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	943.687000	50953.80000	64759.00000
7928	Spectrogram 1	1	20892.056955000	20892.081825000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	949.714300	46184.70000	58734.90000
7929	Spectrogram 1	1	20892.186055000	20892.244535000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	949.843400	49196.80000	60492.00000
7930	Spectrogram 1	1	20896.038155000	20896.069075000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	953.695500	61747.00000	74799.20000
7931	Spectrogram 1	1	20906.931855000	20906.952695000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	964.589200	50200.80000	61496.00000
7932	Spectrogram 1	1	19973.127755000	19973.139855000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	30.785100	39407.60000	49447.80000
7933	Spectrogram 1	1	20155.201655000	20155.257445000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	212.859000	54969.90000	64759.00000
7934	Spectrogram 1	1	20155.214455000	20155.259485000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	212.871800	68273.10000	89608.40000
7935	Spectrogram 1	1	20914.124040000	20914.158920000	T0000004.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000004.WAV	0.603400	65130.30000	73146.30000
7936	Spectrogram 1	1	20914.701540000	20914.758390000	T0000004.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000004.WAV	1.180900	46342.70000	55110.20000
7937	Spectrogram 1	1	20926.279140000	20926.303690000	T0000004.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000004.WAV	12.758500	54358.70000	62374.70000
7938	Spectrogram 1	1	20933.146040000	20933.187380000	T0000004.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000004.WAV	19.625400	61372.70000	77154.30000
7939	Spectrogram 1	1	20934.533640000	20934.571100000	T0000004.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000004.WAV	21.013000	53106.20000	63376.80000
7940	Spectrogram 1	1	20940.648740000	20940.687500000	T0000004.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000004.WAV	27.128100	62374.70000	76903.80000
7941	Spectrogram 1	1	20944.982140000	20945.017020000	T0000004.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000004.WAV	31.461500	65881.80000	77905.80000
7942	Spectrogram 1	1	20966.160540000	20966.204470000	T0000004.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000004.WAV	52.639900	66132.30000	79408.80000
7943	Spectrogram 1	1	20982.926840000	20982.966890000	T0000004.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000004.WAV	69.406200	58366.70000	70140.30000
7944	Spectrogram 1	1	20983.683940000	20983.722700000	T0000004.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000004.WAV	70.163300	64629.30000	78907.80000
7945	Spectrogram 1	1	20984.413940000	20984.466910000	T0000004.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000004.WAV	70.893300	44839.70000	55861.70000
7946	Spectrogram 1	1	20984.271840000	20984.297680000	T0000004.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000004.WAV	70.751200	64879.80000	80410.80000
7947	Spectrogram 1	1	21000.535540000	21000.560090000	T0000004.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000004.WAV	87.014900	57114.20000	66883.80000
